lotid,slotid,shot_x,shot_y,item,value
E33462,19,7,2,misalign_-10,61
E33462,19,7,2,misalign_-20,99999
E33462,19,7,2,misalign_-30,99999
E39923,6,7,2,misalign_30,99999
E39923,6,7,2,misalign_20,15
E39923,6,7,2,misalign_10,9
E39923,6,7,2,misalign_0,26
E39923,6,7,2,misalign_-10,25
E39923,6,7,2,misalign_-20,99999
E39923,6,7,2,misalign_-30,99999
E33462,6,4,1,misalign_30,99999
E33462,6,4,1,misalign_20,99999
E33462,6,4,1,misalign_10,69
E33462,6,4,1,misalign_0,34
E33462,6,4,1,misalign_-10,41
E33462,6,4,1,misalign_-20,99999
E33462,6,4,1,misalign_-30,99999
E33462,13,6,3,misalign_30,99999
E33462,13,6,3,misalign_20,79
E33462,13,6,3,misalign_10,56
E33462,13,6,3,misalign_0,50
E33462,13,6,3,misalign_-10,99999
E33462,13,6,3,misalign_-20,99999
E33462,13,6,3,misalign_-30,99999
E39923,23,6,3,misalign_30,99999
E39923,23,6,3,misalign_20,99999
E39923,23,6,3,misalign_10,10
E39923,23,6,3,misalign_0,33
E39923,23,6,3,misalign_-10,42
E39923,23,6,3,misalign_-20,55
E39923,23,6,3,misalign_-30,99999
E39923,14,5,4,misalign_30,99999
E39923,14,5,4,misalign_20,99999
E39923,14,5,4,misalign_10,99999
E39923,14,5,4,misalign_0,31
E39923,14,5,4,misalign_-10,34
E39923,14,5,4,misalign_-20,99999
E39923,14,5,4,misalign_-30,99999
E64217,2,4,1,misalign_30,99999
E64217,2,4,1,misalign_20,99999
E64217,2,4,1,misalign_10,36
E64217,2,4,1,misalign_0,59
E64217,2,4,1,misalign_-10,19
E64217,2,4,1,misalign_-20,99999
E64217,2,4,1,misalign_-30,99999
E39923,1,4,1,misalign_30,99999
E39923,1,4,1,misalign_20,99999
E39923,1,4,1,misalign_10,72
E39923,1,4,1,misalign_0,41
E39923,1,4,1,misalign_-10,31
E39923,1,4,1,misalign_-20,99999
E39923,1,4,1,misalign_-30,99999
E43313,3,2,2,misalign_30,99999
E43313,3,2,2,misalign_20,99999
E43313,3,2,2,misalign_10,83
E43313,3,2,2,misalign_0,59
E43313,3,2,2,misalign_-10,53
E43313,3,2,2,misalign_-20,12
E43313,3,2,2,misalign_-30,99999
E39923,8,6,3,misalign_30,99999
E39923,8,6,3,misalign_20,99999
E39923,8,6,3,misalign_10,19
E39923,8,6,3,misalign_0,75
E39923,8,6,3,misalign_-10,43
E39923,8,6,3,misalign_-20,99999
E39923,8,6,3,misalign_-30,99999
E33462,14,7,2,misalign_30,99999
E33462,14,7,2,misalign_20,21
E33462,14,7,2,misalign_10,57
E33462,14,7,2,misalign_0,85
E33462,14,7,2,misalign_-10,75
E33462,14,7,2,misalign_-20,99999
E33462,14,7,2,misalign_-30,99999
E39923,14,6,3,misalign_30,83
E39923,14,6,3,misalign_20,21
E39923,14,6,3,misalign_10,62
E39923,14,6,3,misalign_0,93
E39923,14,6,3,misalign_-10,99999
E39923,14,6,3,misalign_-20,99999
E39923,14,6,3,misalign_-30,99999
E64217,14,4,3,misalign_30,99999
E64217,14,4,3,misalign_20,99999
E64217,14,4,3,misalign_10,78
E64217,14,4,3,misalign_0,74
E64217,14,4,3,misalign_-10,90
E64217,14,4,3,misalign_-20,99999
E64217,14,4,3,misalign_-30,99999
E39923,18,4,3,misalign_30,99999
E39923,18,4,3,misalign_20,99999
E39923,18,4,3,misalign_10,80
E39923,18,4,3,misalign_0,79
E39923,18,4,3,misalign_-10,99999
E39923,18,4,3,misalign_-20,99999
E39923,18,4,3,misalign_-30,99999
E43313,25,1,3,misalign_30,99999
E43313,25,1,3,misalign_20,2
E43313,25,1,3,misalign_10,74
E43313,25,1,3,misalign_0,18
E43313,25,1,3,misalign_-10,33
E43313,25,1,3,misalign_-20,10
E43313,25,1,3,misalign_-30,99999
E64217,18,2,2,misalign_30,99999
E64217,18,2,2,misalign_20,99999
E64217,18,2,2,misalign_10,99999
E64217,18,2,2,misalign_0,56
E64217,18,2,2,misalign_-10,86
E64217,18,2,2,misalign_-20,57
E64217,18,2,2,misalign_-30,99999
E64217,6,1,3,misalign_30,99999
E64217,6,1,3,misalign_20,99999
E64217,6,1,3,misalign_10,32
E64217,6,1,3,misalign_0,15
E64217,6,1,3,misalign_-10,3
E64217,6,1,3,misalign_-20,99999
E64217,6,1,3,misalign_-30,99999
E39923,17,2,2,misalign_30,99999
E39923,17,2,2,misalign_20,99999
E39923,17,2,2,misalign_10,99999
E39923,17,2,2,misalign_0,89
E39923,17,2,2,misalign_-10,67
E39923,17,2,2,misalign_-20,11
E39923,17,2,2,misalign_-30,99999
E33462,19,4,3,misalign_30,99999
E33462,19,4,3,misalign_20,90
E33462,19,4,3,misalign_10,45
E33462,19,4,3,misalign_0,29
E33462,19,4,3,misalign_-10,99999
E33462,19,4,3,misalign_-20,99999
E33462,19,4,3,misalign_-30,99999
E43313,5,6,3,misalign_30,99999
E43313,5,6,3,misalign_20,99999
E43313,5,6,3,misalign_10,93
E43313,5,6,3,misalign_0,92
E43313,5,6,3,misalign_-10,37
E43313,5,6,3,misalign_-20,99999
E43313,5,6,3,misalign_-30,99999
E33462,25,7,2,misalign_30,99999
E33462,25,7,2,misalign_20,99999
E33462,25,7,2,misalign_10,87
E33462,25,7,2,misalign_0,86
E33462,25,7,2,misalign_-10,91
E33462,25,7,2,misalign_-20,99999
E33462,25,7,2,misalign_-30,99999
E64217,7,2,2,misalign_30,99999
E64217,7,2,2,misalign_20,66
E64217,7,2,2,misalign_10,40
E64217,7,2,2,misalign_0,80
E64217,7,2,2,misalign_-10,99999
E64217,7,2,2,misalign_-20,99999
E64217,7,2,2,misalign_-30,99999
E64217,5,5,4,misalign_30,99999
E64217,5,5,4,misalign_20,99999
E64217,5,5,4,misalign_10,99999
E64217,5,5,4,misalign_0,73
E64217,5,5,4,misalign_-10,11
E64217,5,5,4,misalign_-20,34
E64217,5,5,4,misalign_-30,87
E43313,7,1,3,misalign_30,99999
E43313,7,1,3,misalign_20,99999
E43313,7,1,3,misalign_10,99999
E43313,7,1,3,misalign_0,83
E43313,7,1,3,misalign_-10,99999
E43313,7,1,3,misalign_-20,99999
E43313,7,1,3,misalign_-30,99999
E33462,13,5,4,misalign_30,99999
E33462,13,5,4,misalign_20,99999
E33462,13,5,4,misalign_10,14
E33462,13,5,4,misalign_0,32
E33462,13,5,4,misalign_-10,37
E33462,13,5,4,misalign_-20,99999
E33462,13,5,4,misalign_-30,99999
E39923,25,4,3,misalign_30,99999
E39923,25,4,3,misalign_20,81
E39923,25,4,3,misalign_10,29
E39923,25,4,3,misalign_0,85
E39923,25,4,3,misalign_-10,99999
E39923,25,4,3,misalign_-20,99999
E39923,25,4,3,misalign_-30,99999
E39923,12,7,2,misalign_30,99999
E39923,12,7,2,misalign_20,99999
E39923,12,7,2,misalign_10,80
E39923,12,7,2,misalign_0,88
E39923,12,7,2,misalign_-10,10
E39923,12,7,2,misalign_-20,99999
E39923,12,7,2,misalign_-30,99999
E43313,23,1,3,misalign_30,99999
E43313,23,1,3,misalign_20,99999
E43313,23,1,3,misalign_10,11
E43313,23,1,3,misalign_0,71
E43313,23,1,3,misalign_-10,10
E43313,23,1,3,misalign_-20,99999
E43313,23,1,3,misalign_-30,99999
E64217,19,4,3,misalign_30,99999
E64217,19,4,3,misalign_20,99999
E64217,19,4,3,misalign_10,99999
E64217,19,4,3,misalign_0,6
E64217,19,4,3,misalign_-10,90
E64217,19,4,3,misalign_-20,61
E64217,19,4,3,misalign_-30,99999
E39923,20,1,3,misalign_30,99999
E39923,20,1,3,misalign_20,99999
E39923,20,1,3,misalign_10,59
E39923,20,1,3,misalign_0,30
E39923,20,1,3,misalign_-10,98
E39923,20,1,3,misalign_-20,99999
E39923,20,1,3,misalign_-30,99999
E39923,16,5,4,misalign_30,99999
E39923,16,5,4,misalign_20,99999
E39923,16,5,4,misalign_10,26
E39923,16,5,4,misalign_0,95
E39923,16,5,4,misalign_-10,71
E39923,16,5,4,misalign_-20,99999
E39923,16,5,4,misalign_-30,99999
E33462,23,1,3,misalign_30,99999
E33462,23,1,3,misalign_20,99999
E33462,23,1,3,misalign_10,99999
E33462,23,1,3,misalign_0,39
E33462,23,1,3,misalign_-10,58
E33462,23,1,3,misalign_-20,52
E33462,23,1,3,misalign_-30,99999
E43313,19,1,3,misalign_30,99999
E43313,19,1,3,misalign_20,99999
E43313,19,1,3,misalign_10,99999
E43313,19,1,3,misalign_0,75
E43313,19,1,3,misalign_-10,16
E43313,19,1,3,misalign_-20,70
E43313,19,1,3,misalign_-30,99999
E33462,10,2,2,misalign_30,99999
E33462,10,2,2,misalign_20,99999
E33462,10,2,2,misalign_10,5
E33462,10,2,2,misalign_0,62
E33462,10,2,2,misalign_-10,67
E33462,10,2,2,misalign_-20,99999
E33462,10,2,2,misalign_-30,99999
E39923,20,4,3,misalign_30,99999
E39923,20,4,3,misalign_20,99999
E39923,20,4,3,misalign_10,61
E39923,20,4,3,misalign_0,63
E39923,20,4,3,misalign_-10,35
E39923,20,4,3,misalign_-20,99999
E39923,20,4,3,misalign_-30,99999
E33462,2,2,4,misalign_30,99999
E33462,2,2,4,misalign_20,99999
E33462,2,2,4,misalign_10,73
E33462,2,2,4,misalign_0,14
E33462,2,2,4,misalign_-10,16
E33462,2,2,4,misalign_-20,99999
E33462,2,2,4,misalign_-30,99999
E33462,21,7,2,misalign_30,99999
E33462,21,7,2,misalign_20,99999
E33462,21,7,2,misalign_10,99999
E33462,21,7,2,misalign_0,46
E33462,21,7,2,misalign_-10,99
E33462,21,7,2,misalign_-20,28
E33462,21,7,2,misalign_-30,99999
E43313,16,1,3,misalign_30,99999
E43313,16,1,3,misalign_20,75
E43313,16,1,3,misalign_10,39
E43313,16,1,3,misalign_0,60
E43313,16,1,3,misalign_-10,13
E43313,16,1,3,misalign_-20,60
E43313,16,1,3,misalign_-30,99999
E33462,5,6,3,misalign_30,99999
E33462,5,6,3,misalign_20,99999
E33462,5,6,3,misalign_10,99999
E33462,5,6,3,misalign_0,19
E33462,5,6,3,misalign_-10,14
E33462,5,6,3,misalign_-20,77
E33462,5,6,3,misalign_-30,99999
E64217,19,2,4,misalign_30,99999
E64217,19,2,4,misalign_20,30
E64217,19,2,4,misalign_10,60
E64217,19,2,4,misalign_0,6
E64217,19,2,4,misalign_-10,15
E64217,19,2,4,misalign_-20,68
E64217,19,2,4,misalign_-30,99999
E64217,7,2,4,misalign_30,99999
E64217,7,2,4,misalign_20,99999
E64217,7,2,4,misalign_10,75
E64217,7,2,4,misalign_0,56
E64217,7,2,4,misalign_-10,6
E64217,7,2,4,misalign_-20,99999
E64217,7,2,4,misalign_-30,99999
E33462,10,4,1,misalign_30,99999
E33462,10,4,1,misalign_20,99999
E33462,10,4,1,misalign_10,15
E33462,10,4,1,misalign_0,18
E33462,10,4,1,misalign_-10,89
E33462,10,4,1,misalign_-20,73
E33462,10,4,1,misalign_-30,99999
E39923,24,6,3,misalign_30,99999
E39923,24,6,3,misalign_20,52
E39923,24,6,3,misalign_10,34
E39923,24,6,3,misalign_0,56
E39923,24,6,3,misalign_-10,48
E39923,24,6,3,misalign_-20,99999
E39923,24,6,3,misalign_-30,99999
E43313,7,2,4,misalign_30,99999
E43313,7,2,4,misalign_20,54
E43313,7,2,4,misalign_10,59
E43313,7,2,4,misalign_0,2
E43313,7,2,4,misalign_-10,6
E43313,7,2,4,misalign_-20,88
E43313,7,2,4,misalign_-30,99999
E64217,2,6,3,misalign_30,99999
E64217,2,6,3,misalign_20,99999
E64217,2,6,3,misalign_10,37
E64217,2,6,3,misalign_0,55
E64217,2,6,3,misalign_-10,9
E64217,2,6,3,misalign_-20,20
E64217,2,6,3,misalign_-30,12
E39923,12,2,4,misalign_30,99999
E39923,12,2,4,misalign_20,99999
E39923,12,2,4,misalign_10,59
E39923,12,2,4,misalign_0,36
E39923,12,2,4,misalign_-10,96
E39923,12,2,4,misalign_-20,99999
E39923,12,2,4,misalign_-30,99999
E43313,9,7,2,misalign_30,99999
E43313,9,7,2,misalign_20,58
E43313,9,7,2,misalign_10,12
E43313,9,7,2,misalign_0,90
E43313,9,7,2,misalign_-10,99999
E43313,9,7,2,misalign_-20,99999
E43313,9,7,2,misalign_-30,99999
E39923,13,7,2,misalign_30,99999
E39923,13,7,2,misalign_20,99999
E39923,13,7,2,misalign_10,99999
E39923,13,7,2,misalign_0,96
E39923,13,7,2,misalign_-10,20
E39923,13,7,2,misalign_-20,99999
E39923,13,7,2,misalign_-30,99999
E64217,17,5,4,misalign_30,99999
E64217,17,5,4,misalign_20,82
E64217,17,5,4,misalign_10,46
E64217,17,5,4,misalign_0,46
E64217,17,5,4,misalign_-10,27
E64217,17,5,4,misalign_-20,85
E64217,17,5,4,misalign_-30,99999
E64217,23,5,4,misalign_30,99999
E64217,23,5,4,misalign_20,99999
E64217,23,5,4,misalign_10,45
E64217,23,5,4,misalign_0,12
E64217,23,5,4,misalign_-10,65
E64217,23,5,4,misalign_-20,99999
E64217,23,5,4,misalign_-30,99999
E64217,22,4,3,misalign_30,99999
E64217,22,4,3,misalign_20,73
E64217,22,4,3,misalign_10,48
E64217,22,4,3,misalign_0,13
E64217,22,4,3,misalign_-10,99999
E64217,22,4,3,misalign_-20,99999
E64217,22,4,3,misalign_-30,99999
E33462,12,7,2,misalign_30,99999
E33462,12,7,2,misalign_20,43
E33462,12,7,2,misalign_10,73
E33462,12,7,2,misalign_0,77
E33462,12,7,2,misalign_-10,99999
E33462,12,7,2,misalign_-20,99999
E33462,12,7,2,misalign_-30,99999
E43313,18,5,4,misalign_30,99999
E43313,18,5,4,misalign_20,99999
E43313,18,5,4,misalign_10,99999
E43313,18,5,4,misalign_0,78
E43313,18,5,4,misalign_-10,53
E43313,18,5,4,misalign_-20,37
E43313,18,5,4,misalign_-30,99999
E64217,15,2,2,misalign_30,99999
E64217,15,2,2,misalign_20,99999
E64217,15,2,2,misalign_10,12
E64217,15,2,2,misalign_0,42
E64217,15,2,2,misalign_-10,42
E64217,15,2,2,misalign_-20,99999
E64217,15,2,2,misalign_-30,99999
E64217,24,4,1,misalign_30,99999
E64217,24,4,1,misalign_20,99999
E64217,24,4,1,misalign_10,99999
E64217,24,4,1,misalign_0,99999
E64217,24,4,1,misalign_-10,76
E64217,24,4,1,misalign_-20,56
E64217,24,4,1,misalign_-30,48
E64217,13,4,3,misalign_30,99999
E64217,13,4,3,misalign_20,99999
E64217,13,4,3,misalign_10,87
E64217,13,4,3,misalign_0,13
E64217,13,4,3,misalign_-10,10
E64217,13,4,3,misalign_-20,99999
E64217,13,4,3,misalign_-30,99999
E33462,16,4,1,misalign_30,99999
E33462,16,4,1,misalign_20,99999
E33462,16,4,1,misalign_10,68
E33462,16,4,1,misalign_0,64
E33462,16,4,1,misalign_-10,5
E33462,16,4,1,misalign_-20,99999
E33462,16,4,1,misalign_-30,99999
E43313,17,5,4,misalign_30,99999
E43313,17,5,4,misalign_20,51
E43313,17,5,4,misalign_10,32
E43313,17,5,4,misalign_0,99
E43313,17,5,4,misalign_-10,99999
E43313,17,5,4,misalign_-20,99999
E43313,17,5,4,misalign_-30,99999
E33462,15,6,3,misalign_30,99999
E33462,15,6,3,misalign_20,99999
E33462,15,6,3,misalign_10,28
E33462,15,6,3,misalign_0,53
E33462,15,6,3,misalign_-10,81
E33462,15,6,3,misalign_-20,99999
E33462,15,6,3,misalign_-30,99999
E33462,19,2,2,misalign_30,99999
E33462,19,2,2,misalign_20,99999
E33462,19,2,2,misalign_10,47
E33462,19,2,2,misalign_0,81
E33462,19,2,2,misalign_-10,64
E33462,19,2,2,misalign_-20,99999
E33462,19,2,2,misalign_-30,99999
E43313,21,2,2,misalign_30,99999
E43313,21,2,2,misalign_20,91
E43313,21,2,2,misalign_10,43
E43313,21,2,2,misalign_0,83
E43313,21,2,2,misalign_-10,99999
E43313,21,2,2,misalign_-20,99999
E43313,21,2,2,misalign_-30,99999
E64217,12,4,1,misalign_30,99999
E64217,12,4,1,misalign_20,61
E64217,12,4,1,misalign_10,11
E64217,12,4,1,misalign_0,95
E64217,12,4,1,misalign_-10,99999
E64217,12,4,1,misalign_-20,99999
E64217,12,4,1,misalign_-30,99999
E39923,5,6,3,misalign_30,99999
E39923,5,6,3,misalign_20,99999
E39923,5,6,3,misalign_10,7
E39923,5,6,3,misalign_0,74
E39923,5,6,3,misalign_-10,8
E39923,5,6,3,misalign_-20,99999
E39923,5,6,3,misalign_-30,99999
E43313,17,7,2,misalign_30,99999
E43313,17,7,2,misalign_20,99999
E43313,17,7,2,misalign_10,54
E43313,17,7,2,misalign_0,92
E43313,17,7,2,misalign_-10,32
E43313,17,7,2,misalign_-20,57
E43313,17,7,2,misalign_-30,99999
E64217,22,2,2,misalign_30,99999
E64217,22,2,2,misalign_20,99999
E64217,22,2,2,misalign_10,23
E64217,22,2,2,misalign_0,85
E64217,22,2,2,misalign_-10,25
E64217,22,2,2,misalign_-20,2
E64217,22,2,2,misalign_-30,99999
E39923,22,4,1,misalign_30,99999
E39923,22,4,1,misalign_20,96
E39923,22,4,1,misalign_10,58
E39923,22,4,1,misalign_0,25
E39923,22,4,1,misalign_-10,99999
E39923,22,4,1,misalign_-20,99999
E39923,22,4,1,misalign_-30,99999
E33462,5,7,2,misalign_30,99999
E33462,5,7,2,misalign_20,58
E33462,5,7,2,misalign_10,70
E33462,5,7,2,misalign_0,85
E33462,5,7,2,misalign_-10,86
E33462,5,7,2,misalign_-20,4
E33462,5,7,2,misalign_-30,99999
E39923,19,1,3,misalign_30,99999
E39923,19,1,3,misalign_20,99999
E39923,19,1,3,misalign_10,60
E39923,19,1,3,misalign_0,84
E39923,19,1,3,misalign_-10,16
E39923,19,1,3,misalign_-20,60
E39923,19,1,3,misalign_-30,99999
E39923,14,2,2,misalign_30,99999
E39923,14,2,2,misalign_20,99999
E39923,14,2,2,misalign_10,96
E39923,14,2,2,misalign_0,80
E39923,14,2,2,misalign_-10,29
E39923,14,2,2,misalign_-20,99999
E39923,14,2,2,misalign_-30,99999
E43313,20,6,3,misalign_30,99999
E43313,20,6,3,misalign_20,99999
E43313,20,6,3,misalign_10,54
E43313,20,6,3,misalign_0,65
E43313,20,6,3,misalign_-10,35
E43313,20,6,3,misalign_-20,99999
E43313,20,6,3,misalign_-30,99999
E39923,7,6,3,misalign_30,99999
E39923,7,6,3,misalign_20,69
E39923,7,6,3,misalign_10,97
E39923,7,6,3,misalign_0,60
E39923,7,6,3,misalign_-10,99999
E39923,7,6,3,misalign_-20,99999
E39923,7,6,3,misalign_-30,99999
E43313,20,5,4,misalign_30,99999
E43313,20,5,4,misalign_20,17
E43313,20,5,4,misalign_10,65
E43313,20,5,4,misalign_0,11
E43313,20,5,4,misalign_-10,11
E43313,20,5,4,misalign_-20,28
E43313,20,5,4,misalign_-30,99999
E64217,17,6,3,misalign_30,99999
E64217,17,6,3,misalign_20,84
E64217,17,6,3,misalign_10,72
E64217,17,6,3,misalign_0,29
E64217,17,6,3,misalign_-10,89
E64217,17,6,3,misalign_-20,99999
E64217,17,6,3,misalign_-30,99999
E39923,17,4,1,misalign_30,99999
E39923,17,4,1,misalign_20,15
E39923,17,4,1,misalign_10,39
E39923,17,4,1,misalign_0,4
E39923,17,4,1,misalign_-10,36
E39923,17,4,1,misalign_-20,76
E39923,17,4,1,misalign_-30,99999
E33462,2,1,3,misalign_30,99999
E33462,2,1,3,misalign_20,99999
E33462,2,1,3,misalign_10,55
E33462,2,1,3,misalign_0,74
E33462,2,1,3,misalign_-10,62
E33462,2,1,3,misalign_-20,21
E33462,2,1,3,misalign_-30,99999
E33462,15,2,2,misalign_30,99999
E33462,15,2,2,misalign_20,99999
E33462,15,2,2,misalign_10,73
E33462,15,2,2,misalign_0,54
E33462,15,2,2,misalign_-10,19
E33462,15,2,2,misalign_-20,54
E33462,15,2,2,misalign_-30,99999
E39923,9,4,3,misalign_30,99999
E39923,9,4,3,misalign_20,4
E39923,9,4,3,misalign_10,7
E39923,9,4,3,misalign_0,54
E39923,9,4,3,misalign_-10,99999
E39923,9,4,3,misalign_-20,99999
E39923,9,4,3,misalign_-30,99999
E43313,3,7,2,misalign_30,99999
E43313,3,7,2,misalign_20,99999
E43313,3,7,2,misalign_10,55
E43313,3,7,2,misalign_0,46
E43313,3,7,2,misalign_-10,60
E43313,3,7,2,misalign_-20,99999
E43313,3,7,2,misalign_-30,99999
E64217,11,1,3,misalign_30,99999
E64217,11,1,3,misalign_20,69
E64217,11,1,3,misalign_10,97
E64217,11,1,3,misalign_0,50
E64217,11,1,3,misalign_-10,63
E64217,11,1,3,misalign_-20,99999
E64217,11,1,3,misalign_-30,99999
E33462,24,4,1,misalign_30,99999
E33462,24,4,1,misalign_20,98
E33462,24,4,1,misalign_10,33
E33462,24,4,1,misalign_0,8
E33462,24,4,1,misalign_-10,43
E33462,24,4,1,misalign_-20,99999
E33462,24,4,1,misalign_-30,99999
E64217,15,1,3,misalign_30,99999
E64217,15,1,3,misalign_20,99999
E64217,15,1,3,misalign_10,72
E64217,15,1,3,misalign_0,30
E64217,15,1,3,misalign_-10,8
E64217,15,1,3,misalign_-20,99999
E64217,15,1,3,misalign_-30,99999
E39923,20,4,1,misalign_30,99999
E39923,20,4,1,misalign_20,99999
E39923,20,4,1,misalign_10,47
E39923,20,4,1,misalign_0,68
E39923,20,4,1,misalign_-10,39
E39923,20,4,1,misalign_-20,99999
E39923,20,4,1,misalign_-30,99999
E39923,14,2,4,misalign_30,99999
E39923,14,2,4,misalign_20,88
E39923,14,2,4,misalign_10,19
E39923,14,2,4,misalign_0,33
E39923,14,2,4,misalign_-10,56
E39923,14,2,4,misalign_-20,74
E39923,14,2,4,misalign_-30,99999
E43313,1,7,2,misalign_30,99999
E43313,1,7,2,misalign_20,99999
E43313,1,7,2,misalign_10,31
E43313,1,7,2,misalign_0,39
E43313,1,7,2,misalign_-10,15
E43313,1,7,2,misalign_-20,95
E43313,1,7,2,misalign_-30,99999
E33462,11,6,3,misalign_30,99999
E33462,11,6,3,misalign_20,99999
E33462,11,6,3,misalign_10,87
E33462,11,6,3,misalign_0,37
E33462,11,6,3,misalign_-10,64
E33462,11,6,3,misalign_-20,25
E33462,11,6,3,misalign_-30,99999
E39923,6,2,2,misalign_30,99999
E39923,6,2,2,misalign_20,99999
E39923,6,2,2,misalign_10,60
E39923,6,2,2,misalign_0,81
E39923,6,2,2,misalign_-10,45
E39923,6,2,2,misalign_-20,28
E39923,6,2,2,misalign_-30,99999
E33462,6,7,2,misalign_30,99999
E33462,6,7,2,misalign_20,99999
E33462,6,7,2,misalign_10,19
E33462,6,7,2,misalign_0,13
E33462,6,7,2,misalign_-10,80
E33462,6,7,2,misalign_-20,75
E33462,6,7,2,misalign_-30,99999
E43313,15,2,4,misalign_30,99999
E43313,15,2,4,misalign_20,56
E43313,15,2,4,misalign_10,16
E43313,15,2,4,misalign_0,78
E43313,15,2,4,misalign_-10,28
E43313,15,2,4,misalign_-20,99999
E43313,15,2,4,misalign_-30,99999
E43313,6,6,3,misalign_30,99999
E43313,6,6,3,misalign_20,97
E43313,6,6,3,misalign_10,54
E43313,6,6,3,misalign_0,85
E43313,6,6,3,misalign_-10,99999
E43313,6,6,3,misalign_-20,99999
E43313,6,6,3,misalign_-30,99999
E33462,2,2,2,misalign_30,99999
E33462,2,2,2,misalign_20,77
E33462,2,2,2,misalign_10,79
E33462,2,2,2,misalign_0,7
E33462,2,2,2,misalign_-10,62
E33462,2,2,2,misalign_-20,67
E33462,2,2,2,misalign_-30,99999
E33462,22,6,3,misalign_30,99999
E33462,22,6,3,misalign_20,99999
E33462,22,6,3,misalign_10,4
E33462,22,6,3,misalign_0,6
E33462,22,6,3,misalign_-10,85
E33462,22,6,3,misalign_-20,99999
E33462,22,6,3,misalign_-30,99999
E33462,11,7,2,misalign_30,99999
E33462,11,7,2,misalign_20,41
E33462,11,7,2,misalign_10,28
E33462,11,7,2,misalign_0,18
E33462,11,7,2,misalign_-10,51
E33462,11,7,2,misalign_-20,94
E33462,11,7,2,misalign_-30,99999
E39923,19,6,3,misalign_30,99999
E39923,19,6,3,misalign_20,99999
E39923,19,6,3,misalign_10,30
E39923,19,6,3,misalign_0,56
E39923,19,6,3,misalign_-10,14
E39923,19,6,3,misalign_-20,34
E39923,19,6,3,misalign_-30,99999
E64217,25,4,3,misalign_30,99999
E64217,25,4,3,misalign_20,99999
E64217,25,4,3,misalign_10,99999
E64217,25,4,3,misalign_0,65
E64217,25,4,3,misalign_-10,68
E64217,25,4,3,misalign_-20,87
E64217,25,4,3,misalign_-30,99999
E43313,5,7,2,misalign_30,99999
E43313,5,7,2,misalign_20,60
E43313,5,7,2,misalign_10,36
E43313,5,7,2,misalign_0,38
E43313,5,7,2,misalign_-10,79
E43313,5,7,2,misalign_-20,99999
E43313,5,7,2,misalign_-30,99999
E39923,15,7,2,misalign_30,99999
E39923,15,7,2,misalign_20,99999
E39923,15,7,2,misalign_10,94
E39923,15,7,2,misalign_0,63
E39923,15,7,2,misalign_-10,39
E39923,15,7,2,misalign_-20,99999
E39923,15,7,2,misalign_-30,99999
E39923,23,4,1,misalign_30,99999
E39923,23,4,1,misalign_20,99999
E39923,23,4,1,misalign_10,59
E39923,23,4,1,misalign_0,85
E39923,23,4,1,misalign_-10,26
E39923,23,4,1,misalign_-20,99999
E39923,23,4,1,misalign_-30,99999
E64217,3,1,3,misalign_30,99999
E64217,3,1,3,misalign_20,88
E64217,3,1,3,misalign_10,90
E64217,3,1,3,misalign_0,92
E64217,3,1,3,misalign_-10,99999
E64217,3,1,3,misalign_-20,99999
E64217,3,1,3,misalign_-30,99999
E43313,17,6,3,misalign_30,99999
E43313,17,6,3,misalign_20,20
E43313,17,6,3,misalign_10,28
E43313,17,6,3,misalign_0,82
E43313,17,6,3,misalign_-10,66
E43313,17,6,3,misalign_-20,87
E43313,17,6,3,misalign_-30,99999
E39923,15,6,3,misalign_30,99999
E39923,15,6,3,misalign_20,99999
E39923,15,6,3,misalign_10,70
E39923,15,6,3,misalign_0,89
E39923,15,6,3,misalign_-10,81
E39923,15,6,3,misalign_-20,99999
E39923,15,6,3,misalign_-30,99999
E64217,24,7,2,misalign_30,99999
E64217,24,7,2,misalign_20,99999
E64217,24,7,2,misalign_10,47
E64217,24,7,2,misalign_0,58
E64217,24,7,2,misalign_-10,83
E64217,24,7,2,misalign_-20,99999
E64217,24,7,2,misalign_-30,99999
E39923,5,5,4,misalign_30,99999
E39923,5,5,4,misalign_20,27
E39923,5,5,4,misalign_10,47
E39923,5,5,4,misalign_0,63
E39923,5,5,4,misalign_-10,89
E39923,5,5,4,misalign_-20,89
E39923,5,5,4,misalign_-30,99999
E39923,10,4,3,misalign_30,99999
E39923,10,4,3,misalign_20,99999
E39923,10,4,3,misalign_10,66
E39923,10,4,3,misalign_0,56
E39923,10,4,3,misalign_-10,86
E39923,10,4,3,misalign_-20,99999
E39923,10,4,3,misalign_-30,99999
E43313,19,2,4,misalign_30,99999
E43313,19,2,4,misalign_20,99999
E43313,19,2,4,misalign_10,99999
E43313,19,2,4,misalign_0,62
E43313,19,2,4,misalign_-10,77
E43313,19,2,4,misalign_-20,22
E43313,19,2,4,misalign_-30,99999
E43313,8,6,3,misalign_30,99999
E43313,8,6,3,misalign_20,99999
E43313,8,6,3,misalign_10,50
E43313,8,6,3,misalign_0,58
E43313,8,6,3,misalign_-10,38
E43313,8,6,3,misalign_-20,99999
E43313,8,6,3,misalign_-30,99999
E64217,20,2,4,misalign_30,99999
E64217,20,2,4,misalign_20,13
E64217,20,2,4,misalign_10,12
E64217,20,2,4,misalign_0,6
E64217,20,2,4,misalign_-10,23
E64217,20,2,4,misalign_-20,99999
E64217,20,2,4,misalign_-30,99999
